Unnamed: 0,perovskite_composition,electron_transport_layer,pin_nip_structure,hole_transport_layer,passivating_molecule,control_pce,control_voc,treated_pce,treated_voc,test_1,test_2,structure_pin_nip,treated_jsc,treated_ff,test_3,test_4,test_5,test_6,test_7,test_8,test_9,test_10,control_jsc,control_ff,control_pec,treated_eqe,treated_stabilized_pce,control_fill_factor,treated_fill_factor,controljsc,treatedjsc,treated_hysteresis_index,binding_energy,fill_factor,treated_iscc,IUPAC_passivator,passivator_smiles
1360,,,,,1-(3-(trifluoromethyl)phenyl) thiourea (TPT),22.04,1.08,24.71,1.14,"{'test_name': 'Stability test in ambient air with 30-40% relative humidity', 'temperature': 30, 'time': 2000, 'humidity': 40, 'retained_percentage_cont': 40, 'retained_percentage_tret': 88}",,,,84.59,,,,,,,,,,,,,,,,,,,,,,1-(3-(trifluoromethyl)phenyl)thiourea,FC(C=1C=C(C=CC1)NC(=S)N)(F)F
1363,CsPbI3,SnO2,NIP,Spiro-OMeTAD,Oleylamine (OAm),12.83,1.2,15.16,1.26,"{'test_name': 'stability test', 'temperature': 25, 'time': 10, 'humidity': '35-45%', 'retained_percentage_cont': 'less than 45%', 'retained_percentage_tret': 'more than 70%'}",,,,,,,,,,,,,,,,,,,,,,,,,,Octadec-9-en-1-amine,C(CCCCCCCC=CCCCCCCCC)N
1365,Cs2AgBiBr6,,,,HBr,0.8,,1.36,,"{'test_name': 'Stability test', 'temperature': 25, 'time': 31, 'humidity': 20, 'retained_percentage_cont': 71, 'retained_percentage_tret': 89}",,,,,,,,,,,,,,,,,,,,,,,,,,hydrobromic acid,Br
1369,,SnO2,,,PEAI,,,,,"{'test_name': 'Operational stability under MPP tracking', 'temperature': 2000, 'time': '24 h', 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 80}","{'test_name': 'Light stability under LED illumination', 'temperature': 450, 'time': '450 h', 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': 17}",,,,"{'test_name': 'Thermal stability at 85°C', 'temperature': 85, 'time': '200 h', 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': 42}",,,,,,,,,,,,,,,,,,,,,Phenylethylammonium iodide,[I-].C1(=CC=CC=C1)CC[NH3+]
1371,Cs 0.05 FA 0.81 MA 0.14 PbBr 0.14 I 2.86,NiOx,,,Methylammonium iodide (MAI),16.6,0.938,20.4,1.04,"{'test_name': None, 'temperature': 25, 'time': 120, 'humidity': None, 'retained_percentage_cont': 78.7, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,methylammonium iodide,[I-].C[NH3+]
1374,,SnO2,,,Potassium L-glutamate (PL-Glu),22.66,1.13,24.1,1.15,"{'test_name': 'Stability test', 'temperature': 'Nitrogen', 'time': 2700, 'humidity': None, 'retained_percentage_cont': 75, 'retained_percentage_tret': 92}",,,,,,,,,,,,,,,,,,,,,,,,,,Potassium (2S)-2-aminopentanedioate,N[C@H](C(=O)[O-])CCC(=O)[O-].[K+].[K+]
1377,,,,,Pyridinium trifluoromethanesulfonate,19.94,,21.19,,"{'test_name': None, 'temperature': 25, 'time': 1560, 'humidity': 18, 'retained_percentage_cont': 77, 'retained_percentage_tret': 93}",,,,,,,,,,,,,,,,,,,,,,,,,,Pyridinium trifluoromethanesulfonate,FC(S(=O)(=O)[O-])(F)F.[NH+]1=CC=CC=C1
1382,,,,,KH2PO2,,,20.06,1.32,"{'test_name': 'Stability test', 'temperature': None, 'time': 913, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 96}",,,,,,,,,,,,,,,,,,,,,,,,,,potassium dihydrogen phosphate,P(=O)(O)(O)[O-].[K+]
1384,,,,,4-(trifluoromethyl)benzhydrazide (TFH),,,22.88,,"{'test_name': 'Stability test', 'temperature': None, 'time': 500, 'humidity': None, 'retained_percentage_cont': 93, 'retained_percentage_tret': 93}",,,,,,,,,,,,,,,,,,,,,,,,,,4-(trifluoromethyl)benzhydrazide,FC(C1=CC=C(C(=O)NN)C=C1)(F)F
1391,,,,,BMIM:BF4,16.8,,18.9,,"{'test_name': 'ISOS-L', 'temperature': 70, 'time': 7, 'humidity': None, 'retained_percentage_cont': 20, 'retained_percentage_tret': 18.9}",,,,,,,,,,,,,,,,,,,,,,,,,,1-Butyl-3-methylimidazolium tetrafluoroborate,F[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C
1396,Cu2ZnSnS4 (C:S),,,,SnS,8.4,0.66,14.4,0.921,,,,,,,,,,,,,,,,,,,,,,,,,,,tin(II) sulfide,[Sn]=S
1400,,SnO2,,,ZnF2,,,,,"{'test_name': 'Stability test', 'temperature': None, 'time': 600, 'humidity': '20-30%', 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,zinc fluoride,[F-].[Zn+2].[F-]
1403,,,,,Nonylammonium acetate,,,,,"{'test_name': 'Ageing', 'temperature': 25, 'time': 1200, 'humidity': 30, 'retained_percentage_cont': 95, 'retained_percentage_tret': 91}","{'test_name': 'MPPT', 'temperature': 25, 'time': 1200, 'humidity': 30, 'retained_percentage_cont': None, 'retained_percentage_tret': 91}",,,,,,,,,,,,,,,,,,,,,,,,,Nonylammonium acetate,C(C)(=O)[O-].C(CCCCCCCC)[NH3+]
1418,,,,,n-Butanol (nBA),,,,,"{'test_name': 'Stability test', 'temperature': 30, 'time': 780, 'humidity': 40, 'retained_percentage_cont': 96.8, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,butan-1-ol,C(CCC)O
1420,,,,,KPF6,,,25.64,1.18,"{'test_name': 'Thermal stability', 'temperature': 85, 'time': 500, 'humidity': 10, 'retained_percentage_cont': 20, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,,potassium hexafluorophosphate,F[P-](F)(F)(F)(F)F.[K+]
1424,,,,,Ammonium citrate (AC),,,20.95,,"{'test_name': 'Long-term stability test', 'temperature': 25, 'time': 1600, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,ammonium citrate,C(CC(O)(C(=O)[O-])CC(=O)[O-])(=O)[O-].[NH4+].[NH4+].[NH4+]
1430,,,,,2-methoxy-5-trifluoromethylaniline (MFA),19.89,1.211,22.14,1.282,"{'test_name': 'ambient_stability', 'temperature': 30, 'time': 840, 'humidity': 35, 'retained_percentage_cont': 63, 'retained_percentage_tret': 88}",,,,,,,,,,,,,,,,,,,,,,,,,,2-methoxy-5-(trifluoromethyl)aniline,COC1=C(N)C=C(C=C1)C(F)(F)F
1431,Cs 0.05 FA 0.85 MA 0.1 PbI 2.9 Br 0.1,Spiro-OMeTAD,n-i-p,Ag,Triphenylamine (TPA),22.31,1.143,25.1,1.204,"{'test_name': 'Thermal stability', 'temperature': 85, 'time': 500, 'humidity': 'null', 'retained_percentage_cont': 85.97, 'retained_percentage_tret': None}","{'test_name': 'Moisture stability', 'temperature': 25, 'time': 488, 'humidity': 30, 'retained_percentage_cont': 46.56, 'retained_percentage_tret': 97.53}",,,,"{'test_name': 'Operational stability', 'temperature': 25, 'time': 490, 'humidity': 'null', 'retained_percentage_cont': 77.05, 'retained_percentage_tret': 96.5}",,,,,,,,,,,,,,,,,,,,,Triphenylamine,C1(=CC=CC=C1)N(C1=CC=CC=C1)C1=CC=CC=C1
1435,,,,,5-ammoniumvaleric acid hydroiodide (5-AVAI),,,,,"{'test_name': 'damp heat test', 'temperature': 55, 'time': 2136, 'humidity': None, 'retained_percentage_cont': 97.52, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,5-Aminopentanoic acid hydroiodide,I.NCCCCC(=O)O
1436,[(PDMA)(MA)]2Pb3Br10,,,,KBr,,,,,"{'test_name': 'PLQY and PL lifetime', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 75.1, 'retained_percentage_tret': 61.3}",,,,,,,,,,,,,,,,,,,,,,,,,,Potassium bromide,[Br-].[K+]
1445,,,,,APTES (amino trimethylsilane),,,,,"{'test_name': 'SiO2 encapsulation test', 'temperature': 60, 'time': 1, 'humidity': 40, 'retained_percentage_cont': 5, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Aminopropyltrimethoxysilane,NCCC[Si](OC)(OC)OC
1447,,,,,7-amino-4-(trifluoromethyl)-2-benzopyrone (ATB),19.79,1.13,19.47,1.14,"{'test_name': 'Bending stability', 'temperature': None, 'time': 5000, 'humidity': None, 'retained_percentage_cont': 65.3, 'retained_percentage_tret': 89.1}","{'test_name': 'Environmental stability', 'temperature': 20, 'time': 2100, 'humidity': 40, 'retained_percentage_cont': 68.4, 'retained_percentage_tret': 82.8}",,22.15,76.78,,,,,,,,,,,,,,,,,,6.21,,,,7-amino-4-(trifluoromethyl)-2-benzopyrone,NC1=CC2=C(C(=CC(O2)=O)C(F)(F)F)C=C1
1450,Cs0.05 FA0.95-x MAx Pb(I1-y By)3 with 5% MAPbCl3,C60,PIN,PTAA,2-Aminoethanethiol hydrochloride (AET-HCl),19.31,1.19,30.52,1.25,"{'test_name': 'MPP tracking', 'temperature': 25, 'time': 200, 'humidity': 23, 'retained_percentage_cont': 94, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,2-Aminoethanethiol hydrochloride,Cl.NCCS
1459,,,,,4-(carboxycarbonyl)piperazinium iodide,22.94,1.103,25.74,1.166,"{'test_name': 'ISOS-L', 'temperature': 85, 'time': 1200, 'humidity': None, 'retained_percentage_cont': 95, 'retained_percentage_tret': 88}",,,,85.4,,,,,,,,,,81.7,,,,,,,,,,,,4-(Carboxycarbonyl)piperazinium iodide,[I-].C(=O)(O)C(=O)N1CC[NH2+]CC1
1461,,,,,4-chlorobenzamidine hydrochloride (CBAH),,,20.6,1.148,"{'test_name': 'ISOS-D', 'temperature': 85, 'time': 320, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 78}",,,,,,,,,,,,,,,,,,,,,,,,,,4-chlorobenzamidine hydrochloride,Cl.ClC1=CC=C(C(=N)N)C=C1
1462,,,,,4-((trifluoromethyl)thio)benzoic acid,,,20.87,,"{'stability_type': 'ISOS-L', 'temperature': 25, 'time': 40, 'humidity': '45-55', 'retained_proportion_cont': None, 'retained_proportion_tret': 0.86}",,,,,,,,,,,,,,,,,,,,,,,,,,4-(trifluoromethylthio)benzoic acid,FC(SC1=CC=C(C(=O)O)C=C1)(F)F
1466,,,,,Oxygen,,,,,"{'test_name': 'Oxygen passivation effect', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Oxygen,[O]
1469,FAPbI3,SnO2,NIP,spiro-OMeTAD,2-(furan-3-yl)ethanamine hydrochloride,,,25.41,1.187,"{'test_name': 'light-soaking', 'temperature': 25, 'time': 1000, 'humidity': 30, 'retained_percentage_cont': None, 'retained_percentage_tret': 83.0}","{'test_name': 'thermal', 'temperature': 85, 'time': 500, 'humidity': 30, 'retained_percentage_cont': None, 'retained_percentage_tret': 83.0}",,,,,,,,,,,,,,,,,,,,,,,,,2-(furan-3-yl)ethanamine hydrochloride,Cl.O1C=C(C=C1)CCN
1470,,,,,MABr,,,,,"{'test_name': 'stability_test', 'temperature': 25, 'time': 594, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}","{'test_name': 'stability_test', 'temperature': 25, 'time': 33.2, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,Methylammonium bromide,[Br-].C[NH3+]
1482,,,,,Mercaptoethylammonium iodide,,,97.0,,"{'test_name': 'ISOS-L-3', 'temperature': 65, 'time': 300, 'humidity': None, 'retained_percentage_cont': 97, 'retained_percentage_tret': 97}",,,,,,,,,,,,,,,,,,,,,,,,,,2-aminoethanethiol iodide,[I-].NCCS
1483,,,,Fe3O4,2-phenylethylamine hydroiodide,8.73,,4.69,,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': '24 hours', 'humidity': None, 'retained_percentage_cont': 55, 'retained_percentage_tret': 43}",,,,,,,,,,,,,,,,,,,,,,,,,,2-phenylethylammonium iodide,[I-].C1(=CC=CC=C1)CC[NH3+]
1486,,,,,SiO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silicon dioxide,[Si](=O)=O
1489,Cs 0.05 (FA 0.98 MA 0.02) 0.95 Pb(I 0.98 Br 0.02) 3,NiO_x,NIP,Cu,PEAI,17.5,1.02,18.4,1.04,"{'test_name': 'Photostability', 'temperature': 25, 'time': 1000, 'humidity': '40-60', 'retained_percentage_cont': 97, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Phenylethylammonium iodide,[I-].C1(=CC=CC=C1)CC[NH3+]
1501,FA 0.9 Cs 0.1 PbI 3,,NIP,,2-(naphthalen-2-yl)ethylamine hydroiodide (NEAI),20.75,1.04,24.19,1.16,"{'test_name': None, 'temperature': 30, 'time': 2000, 'humidity': '30% ± 5%', 'retained_percentage_cont': 71.66, 'retained_percentage_tret': 87}",,,,,,,,,,,,,,,,,,,,,,,,,,2-(Naphthalen-2-yl)ethylamine hydroiodide,I.C1=C(C=CC2=CC=CC=C12)CCN
1508,SnI2,,,,DMSO,26.08,,14.8,,"{'test_name': 'stability tests', 'temperature': 120, 'time': '100 h', 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': 85}",,,,,,,,,,,,,,,,,,,,,,,,,,Dimethyl sulfoxide,CS(=O)C
1510,,SnO2,,,Acetic acid,23.03,,25.55,,"{'test_name': 'UV_stability_test', 'temperature': 40, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 40, 'retained_percentage_tret': 90}","{'test_name': 'thermal_stability_test', 'temperature': 85, 'time': 450, 'humidity': 14, 'retained_percentage_cont': None, 'retained_percentage_tret': 82}",,,,,,,,,,,,,,,,,,,,,,,,,acetic acid,C(C)(=O)O
1520,FAPbI3,SnO2,n-i-p,Spiro or PTAA,PEAI,23.67,,24.22,,"{'test_name': 'Stability test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Phenylethylammonium iodide,[I-].C1(=CC=CC=C1)CC[NH3+]
1521,,,,,Sodium (Na),23.4,,16.8,,"{'test_name': 'ISOS-D', 'temperature': 300, 'time': '24 hours', 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': 50}",,,,,,,,,,,,,,,,,,,,,,,,,,Sodium,[Na]
1523,,SnO2,n-i-p,,(2-aminoethyl)phosphonic acid (AEP),26.4,1.171,25.98,,"{'test_name': 'ISOS-L-1I', 'temperature': 20, 'time': 1400, 'humidity': '20% humidity', 'retained_percentage_cont': 80, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,2-Aminoethylphosphonic acid,NCCP(O)(O)=O
1524,MAPbI3,TiO2,NIP,spiro-OMeTAD,TMSI,18.91,1.065,21.03,1.127,"{'test_name': 'ambient_stability', 'temperature': 22, 'time': 50, 'humidity': 35, 'retained_percentage_cont': 11.03, 'retained_percentage_tret': 92.7}",,,,,,,,,,,,,,,,,,,,,,,,,,Trimethylsilyl iodide,C[Si](C)(C)I
1525,FAPbI3,Spiro-OMeTAD,PIN,PCBM,L-Arg,22.55,,24.62,,"{'test_name': 'Humidity stability', 'temperature': 45, 'time': 2000, 'humidity': 5, 'retained_percentage_cont': 35, 'retained_percentage_tret': 85}","{'test_name': 'Thermal stability', 'temperature': 85, 'time': 792, 'humidity': None, 'retained_percentage_cont': 27, 'retained_percentage_tret': 85}",,,,"{'test_name': 'UV stability', 'temperature': None, 'time': 30, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 83}",,,,,,,,,,,,,,,,,,,,,L-arginine,N[C@@H](CCCNC(N)=N)C(=O)O
1526,,,,,N-acetyl-L-phenylalanine (APO),25.05,,20.35,,"{'test_name': 'ambient stability', 'temperature': 25, 'time': 40, 'humidity': 20, 'retained_percentage_cont': 94, 'retained_percentage_tret': None}","{'test_name': 'light soaking stability', 'temperature': 25, 'time': 150, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 93}",,,,,,,,,,,,,,,,,,,,,,,,,N-Acetyl-L-phenylalanine,C(C)(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O
1527,,SnO2,,,Histidine (HIS),21.84,1.087,23.11,1.11,"{'test_name': 'Stability test', 'temperature': 70, 'time': 1000, 'humidity': '70 %', 'retained_percentage_cont': 79, 'retained_percentage_tret': 94}",,,,,,,,,,,,,,,,,,,,,,,,,,Histidine,N[C@@H](CC1=CNC=N1)C(=O)O
1533,,SnO2,,spiro-OMeTAD,BMIMPF6,19.52,1.177,21.74,1.194,"{'test_name': 'long-term stability in ambient air', 'temperature': 25, 'time': 3500, 'humidity': None, 'retained_percentage_cont': 61.6, 'retained_percentage_tret': 77.5}",,,,,,,,,,,,,,,,,,,,,,,,,,1-Butyl-3-methylimidazolium hexafluorophosphate,F[P-](F)(F)(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1535,,,,,ethyl thioglycolate,,,22.42,,"{'test_name': 'ambient stability', 'temperature': None, 'time': 800, 'humidity': None, 'retained_percentage_cont': 81, 'retained_percentage_tret': 93}","{'test_name': 'thermal stability', 'temperature': 60, 'time': 1500, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 80.4}",,,,,,,,,,,,,,,,,,,,,,,,,Ethyl 2-mercaptoacetate,SCC(=O)OCC
1541,CsPbI2Br,SnO2,NIP,Spiro-OMeTAD,Choline chloride (ChCl),13.66,1.199,17.06,1.315,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 500, 'humidity': 'dry', 'retained_percentage_cont': 92, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,choline chloride,[Cl-].OCC[N+](C)(C)C
1543,,,,p-A5HP-E-POZOD-E,PEAI,,,25.5,,"{'test_name': 'ISOS-D', 'temperature': 85, 'time': 1000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Phenylethylammonium iodide,[I-].C1(=CC=CC=C1)CC[NH3+]
1544,,,,,Methylammonium chloride (MACl),,,,,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Methylammonium chloride,[Cl-].C[NH3+]
1545,,,,,PEAI,,,,,"{'test_name': 'ISOS-D', 'temperature': 150, 'time': 20, 'humidity': None, 'retained_percentage_cont': 74, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,,Phenylethylammonium iodide,[I-].C1(=CC=CC=C1)CC[NH3+]
1558,,,,,Diethyl ether (DEE),26.0,,33.0,,"{'test_name': 'Ambient air exposure', 'temperature': 25, 'time': 24, 'humidity': 30, 'retained_percentage_cont': 85, 'retained_percentage_tret': 85}",,,,,,,,,,,,,,,,,,,,,,,,,,diethyl ether,C(C)OCC
1566,MAPbI3,SnO2,PIN,Spiro-OMeTAD,Glycine,,,93.0,,"{'test_name': None, 'temperature': 25, 'time': 30, 'humidity': 30, 'retained_percentage_cont': 61, 'retained_percentage_tret': 93}",,,,,,,,,,,,,,,,,,,,,,,,,,aminoethanoic acid,NCC(=O)O
1567,Ag3BiI6,TiO2 (c-TiO2 and m-TiO2),n-i-p,Spiro-OMeTAD,CsI,1.94,,2.27,,"{'test_name': 'Stability under air and humidity', 'temperature': 25, 'time': 222, 'humidity': '50% RH', 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,cesium iodide,[I-].[Cs+]
1573,CsPbI2.75Br0.25,,,,2-(thiocyanomethylthio)benzothiazole (TCMTB),16.06,1.13,17.88,1.19,"{'test_name': 'ISOS-D', 'temperature': 85, 'time': 500, 'humidity': None, 'retained_percentage_cont': 32, 'retained_percentage_tret': 66}","{'test_name': 'ISOS-L', 'temperature': 30, 'time': 720, 'humidity': None, 'retained_percentage_cont': 83, 'retained_percentage_tret': 91}",,,,"{'test_name': 'ISOS-T', 'temperature': 85, 'time': 500, 'humidity': None, 'retained_percentage_cont': 51, 'retained_percentage_tret': 79}",,,,,,,,,,,,,,,,,,,,,2-(Thiocyanomethylthio)benzothiazole,S(C#N)CSC=1SC2=C(N1)C=CC=C2
1580,Cs0.05FA0.85MA0.1PbI2.91Br0.09,ITO,PIN,Me-2PACz,1-(4-Fluorophenyl) biguanide hydrochloride (F-BHCl),22.41,1.136,25.14,1.18,"{'test_name': 'Storage', 'temperature': 'room temperature', 'time': '1000 h', 'humidity': 'N2-filled glovebox', 'retained_percentage_cont': 94.2, 'retained_percentage_tret': None}","{'test_name': 'Thermal', 'temperature': '85 °C', 'time': '1000 h', 'humidity': 'N2-filled glovebox', 'retained_percentage_cont': 58.2, 'retained_percentage_tret': 74.43}",,,,"{'test_name': 'Operation', 'temperature': 'AM1.5 illumination', 'time': '1000 h', 'humidity': 'N2-filled glovebox', 'retained_percentage_cont': 60.3, 'retained_percentage_tret': 92.9}",,,,,,,,,,,,,,,,,,,,,1-(4-fluorophenyl)biguanide hydrochloride,Cl.FC1=CC=C(C=C1)NC(=N)NC(=N)N
1581,Cs0.05 MA0.1 FA0.85 PbI2.9Br0.1 Á0.05PbI2,spiro-MeOTAD,n-i-p,Au,1-phenylguanidine (PGua),20.98,1.078,24.62,1.181,"{'test_name': 'stability under MPPT', 'temperature': 'room temperature', 'time': 1150, 'humidity': 'N2 atmosphere', 'retained_percentage_cont': 95, 'retained_percentage_tret': 1}","{'test_name': 'thermal stability', 'temperature': 85, 'time': 1200, 'humidity': 'N2 atmosphere', 'retained_percentage_cont': 50, 'retained_percentage_tret': 92}",,,,,,,,,,,,,,,,,,,,,,,,,1-phenylguanidine,C1(=CC=CC=C1)NC(=N)N
1582,,SnO2,,,3-Hydroxytyramine hydrochloride,20.3,1.038,22.63,1.068,"{'test_name': 'stability in air', 'temperature': 25, 'time': 1400, 'humidity': 40, 'retained_percentage_cont': 80, 'retained_percentage_tret': None}","{'test_name': 'stability in nitrogen', 'temperature': 85, 'time': 700, 'humidity': None, 'retained_percentage_cont': 30, 'retained_percentage_tret': 82}",,,,,,,,,,,,,,,,,,,,,,,,,3-Hydroxytyramine hydrochloride,Cl.OC=1C=C(CCN)C=CC1O
1589,,,,,Guanidine thiocyanate (GASCN),,,,,"{'test_name': 'MPP tracking', 'temperature': None, 'time': 500, 'humidity': None, 'retained_percentage_cont': 89, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,guanidine thiocyanate,[S-]C#N.NC(=N)N
1590,,,,,ammonium benzenesulfonate (ABS),,,15.0,,"{'test_name': 'stability test', 'temperature': 20, 'time': 216, 'humidity': 20, 'retained_percentage_cont': 81.1, 'retained_percentage_tret': 98.5}",,,,,,,,,,,,,,,,,,,,,,,,,,Ammonium benzenesulfonate,C1(=CC=CC=C1)S(=O)(=O)[O-].[NH4+]
1593,,,,,4-trifluoromethylphenylhydrazine hydrochloride (TFPHCl),,,23.09,0.88,"{'test_name': 'MPP tracking', 'temperature': 25, 'time': 780, 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': 80}","{'test_name': 'Long-term stability', 'temperature': 25, 'time': 450, 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,4-trifluoromethylphenylhydrazine hydrochloride,Cl.FC(C1=CC=C(C=C1)NN)(F)F
1594,FAPbI3 0.992 (MAPbBr3 0.08),SnO2,,Spiro-OMeTAD,Allicin,22.87,1.11,25.07,1.16,"{'stability_type': 'Operational stability', 'temperature': '15-25 °C', 'time': 1000, 'humidity': 'N2 atmosphere', 'retained_proportion_cont': 0.9451, 'retained_proportion_tret': None}",,PIN,,,,,,,,,,,,,,,,,,,,,,,,Allicin,C=CCS(SCC=C)=O
1595,,,,,4-amidinopyridine (4AP),,,,,"{'test_name': 'Stability test', 'temperature': 50, 'time': 1600, 'humidity': None, 'retained_percentage_cont': 59, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,4-amidinopyridine,C(N)(=N)C1=CC=NC=C1
1599,FAPbI3 (0.95) and MAPbBr3 (0.05),SnO2,n-i-p,spiro-OMeTAD,4-methoxyphenethylamine (MPA),19.77,1.11,22.61,1.14,"{'test_name': 'Stability test', 'temperature': 25, 'time': 50, 'humidity': 'Ambient', 'retained_percentage_cont': 85, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,4-methoxyphenylethanamine,COC1=CC=C(C=C1)C(C)N
1607,,,,,methylammonium pyridine-2-carboxylic (MAPyA),21.26,1.11,24.06,1.21,"{'test_name': 'Humidity stability', 'temperature': 50, 'time': 1500, 'humidity': 60, 'retained_percentage_cont': 30, 'retained_percentage_tret': 93}","{'test_name': 'Light soaking stability', 'temperature': 25, 'time': 1480, 'humidity': None, 'retained_percentage_cont': 5, 'retained_percentage_tret': 87}",,,,,,,,,,,,,,,,,,,,,,,,,Methylammonium pyridine-2-carboxylate,N1=C(C=CC=C1)C(=O)[O-].C[NH3+]
1609,,,,,Triphenylsulfonium triflate,,,23.88,,"{'test_name': None, 'temperature': 24, 'time': 1500, 'humidity': '20-30%', 'retained_percentage_cont': None, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,triphenylsulfonium trifluoromethanesulfonate,FC(S(=O)(=O)[O-])(F)F.C1(=CC=CC=C1)[S+](C1=CC=CC=C1)C1=CC=CC=C1
1615,FA 0.8 Cs 0.2 Pb(I 0.6 Br 0.4)3,SnO2,p-i-n,NiO,Ethylenediamine (EDA),14.4,1.13,18.9,1.25,"{'test_name': 'ISOS-L', 'temperature': 20, 'time': 1340, 'humidity': 20, 'retained_percentage_cont': 70.4, 'retained_percentage_tret': 97.0}",,,,80.3,,,,,,,,,,72.8,,,,,,,,,,,,ethylenediamine,C(CN)N
1616,Cs 0.025 FA 0.475 MA 0.5 Sn 0.5 Pb 0.5 I 2.925 Br 0.075,PCBM,NIP,MeO2PACz,EDA,,,,,"{'test_name': 'thermal stability', 'temperature': 85, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 94, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,ethylenediamine,C(CN)N
1618,,,,,Guanidinium acetate (GAAc),22.05,1.09,25.22,1.2,"{'test_name': 'Operational stability', 'temperature': 25, 'time': 2073, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 93}",,,,,,,,,,,,,,,,,,,,,,,,,,Guanidinium acetate,C(C)(=O)[O-].NC(=[NH2+])N
1620,"CsPbCl3, CsPbBr3, CsPbI3",,,,"Oleylamine, Oleic acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C(CCCCCCC\C=C/CCCCCCCC)(=O)O.C(CCCCCCC\C=C/CCCCCCCC)N
1627,,,,,Phenylphosphonic Acid (PPA),,,24.5,,"{'test_name': 'Photostability test', 'temperature': 40, 'time': 60, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 100}","{'test_name': 'Thermal stability test', 'temperature': 80, 'time': 180, 'humidity': None, 'retained_percentage_cont': 30, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,Phenylphosphonic acid,C1(=CC=CC=C1)P(O)(O)=O
