Unnamed: 0,perovskite_composition,electron_transport_layer,pin_nip_structure,hole_transport_layer,passivating_molecule,control_pce,control_voc,treated_pce,treated_voc,test_1,test_2,structure_pin_nip,treated_jsc,treated_ff,test_3,test_4,test_5,test_6,test_7,test_8,test_9,test_10,control_jsc,control_ff,control_pec,treated_eqe,treated_stabilized_pce,control_fill_factor,treated_fill_factor,controljsc,treatedjsc,treated_hysteresis_index,binding_energy,fill_factor,treated_iscc,IUPAC_passivator
1610,,,,,PAA-BZA,,,,,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
1612,,,,,4TmI,,,,,"{'test_name': 'Environmental stability', 'temperature': 85, 'time': 192, 'humidity': None, 'retained_percentage_cont': 23, 'retained_percentage_tret': 23}","{'test_name': 'Mechanical robustness', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,"{'test_name': 'Ionic stability', 'temperature': 85, 'time': 192, 'humidity': None, 'retained_percentage_cont': 23, 'retained_percentage_tret': 23}","{'test_name': 'Light stability', 'temperature': 1, 'time': 192, 'humidity': None, 'retained_percentage_cont': 23, 'retained_percentage_tret': 23}",,,,,,,,,,,,,,,,,,,,
1613,Pb0.5Sn0.5I2,PEDOT:PSS,NIP,PCBM,SnAc2 + DMS,12.42,0.812,15.06,0.855,"{'test_name': 'ambient air', 'temperature': 30, 'time': 10, 'humidity': 40, 'retained_percentage_cont': 55, 'retained_percentage_tret': 91}","{'test_name': 'inert atmosphere', 'temperature': 0, 'time': 30, 'humidity': 0, 'retained_percentage_cont': 25, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,
1615,FA 0.8 Cs 0.2 Pb(I 0.6 Br 0.4)3,SnO2,p-i-n,NiO,Ethylenediamine (EDA),14.4,1.13,18.9,1.25,"{'test_name': 'ISOS-L', 'temperature': 20, 'time': 1340, 'humidity': 20, 'retained_percentage_cont': 70.4, 'retained_percentage_tret': 97.0}",,,,80.3,,,,,,,,,,72.8,,,,,,,,,,,,ethylenediamine
1616,Cs 0.025 FA 0.475 MA 0.5 Sn 0.5 Pb 0.5 I 2.925 Br 0.075,PCBM,NIP,MeO2PACz,EDA,,,,,"{'test_name': 'thermal stability', 'temperature': 85, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 94, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,ethylenediamine
1617,,,,,Al2O3,,,,,"{'test_name': 'stability', 'temperature': '24-27 °C', 'time': '33 days', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,null
1618,,,,,Guanidinium acetate (GAAc),22.05,1.09,25.22,1.2,"{'test_name': 'Operational stability', 'temperature': 25, 'time': 2073, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 93}",,,,,,,,,,,,,,,,,,,,,,,,,,Guanidinium acetate
1619,CH3NH3PbI3,,,,tert-butyl-terminated molecule with m=3,,,,,"{'test_name': 'Supramolecular Virtual Crystal (SVC) stability test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
1620,"CsPbCl3, CsPbBr3, CsPbI3",,,,"Oleylamine, Oleic acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,,SnO2,NIP,,KBF4-TFMSA,,,25.8,1.2,"{'test_name': 'stability_test', 'temperature': 60, 'time': 1000, 'humidity': 60, 'retained_percentage_cont': 91, 'retained_percentage_tret': 91}",,,,,,,,,,,,,,,,,,,,,,,,,,
1622,,,,,Fluorinated Polyurethane (FPU),,,,,"{'test_name': 'Stability test after 2000 h storage', 'temperature': 25, 'time': 2000, 'humidity': 35, 'retained_percentage_cont': 82, 'retained_percentage_tret': None}","{'test_name': 'Bending test after 300 cycles', 'temperature': 25, 'time': 300, 'humidity': None, 'retained_percentage_cont': 72.7, 'retained_percentage_tret': 92.4}",,,,,,,,,,,,,,,,,,,,,,,,,
1623,Cs0.05(FA0.83MA0.17)0.95Pb(I0.83Br0.17)3,ITO,NIP,SnO2,beta-cyclodextrin (b-CD),19.4,1.11,21.36,1.14,"{'test_name': 'Moisture stress', 'temperature': 85, 'time': 320, 'humidity': '85% RH', 'retained_percentage_cont': 27, 'retained_percentage_tret': 73}","{'test_name': 'Thermal stress', 'temperature': 140, 'time': 3, 'humidity': 'ambient', 'retained_percentage_cont': 30, 'retained_percentage_tret': 65}",,,80.2,,,,,,,,,,,,,,,,,,,,,,
1624,,,,,Hydrogenated Amorphous Silicon Carbide (a-SiC:H),,,,,"{'test_name': 'Annealing', 'temperature': 300, 'time': 15, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,
1625,,,,,MeO-2PACz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,,,,,Phenylphosphonic Acid (PPA),,,24.5,,"{'test_name': 'Photostability test', 'temperature': 40, 'time': 60, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 100}","{'test_name': 'Thermal stability test', 'temperature': 80, 'time': 180, 'humidity': None, 'retained_percentage_cont': 30, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,Phenylphosphonic acid
1628,FA 0.95 Cs 0.05 PbI3,,,,3-(2-aminoethyl)pyridine (3-PyEA),23.97,,25.45,,"{'test_name': 'operational stability', 'temperature': 55, 'time': 1800, 'humidity': 'air', 'retained_percentage_cont': 96.5, 'retained_percentage_tret': 94.9}","{'test_name': 'thermal stability', 'temperature': 85, 'time': 500, 'humidity': 'N2 atmosphere', 'retained_percentage_cont': 63.7, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,3-(2-aminoethyl)pyridine
1629,CsPbI2Br,SnO2,NIP,Carbon,tBPI,12.79,1.22,14.39,1.31,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 800, 'humidity': '20 ± 5%', 'retained_percentage_cont': 80, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
1631,,,,,TB-Si 3-3,9.2,900.0,16.8,22.8,"{'test_name': 'Aging test', 'temperature': 45, 'time': 500, 'humidity': 'Low (O2 and H2O < 0.1 ppm)', 'retained_percentage_cont': 81, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
1632,FA 0.67 MA 0.33 PbI2.85 Br 0.15,PCBM,n-i-p,TCTA,PCBM,,1056.0,,,"{'test_name': 'QFLS', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Phenyl-C61-butyric acid methyl ester
1633,CsPbBr3,Sb-doped ZnO,,,Sb,,,9.55,,"{'test_name': 'Stability test', 'temperature': 65, 'time': 90, 'humidity': 65, 'retained_percentage_cont': 90, 'retained_percentage_tret': 91.8}",,,,,,,,,,,,,,,,,,,,,,,,,,
1634,CsFAPbI3,SnO2,n-i-p,P3HT,PP3,15.09,1.27,17.67,1.39,"{'test_name': 'ISOS-L-3', 'temperature': 25, 'time': 1800, 'humidity': '≤30%', 'retained_percentage_cont': 45, 'retained_percentage_tret': 93}",,,,,,,,,,,,,,,,,,,,,,,,,,
1635,PEA2[(Cs0.4 EA0.4 MDA0.1)2]Pb3(Br0.8 Cl0.2)10,m-PEDOT:PSS,NIP,PEDOT:PSS,Ethylamine chloride (EACl),,,17.33,,"{'test_name': 'Stability test (inferred)', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,ethanamine hydrochloride
1637,,,,,Orotic Acid (OA),19.89,1.11,22.09,1.14,"{'test_name': 'Stability test', 'temperature': 25, 'time': 1000, 'humidity': 'ambient', 'retained_percentage_cont': 93.85, 'retained_percentage_tret': 84.53}",,,,,,,,,,,,,,,,,,,,,,,,,,2
1638,,,,,HMB,22.02,1.097,24.76,1.169,"{'test_name': 'UV stability', 'temperature': None, 'time': 24, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 83}",,,24.93,84.92,,,,,,,,,24.59,81.61,,,,,,,,,,,,
1640,,,,,1-allyl-3-methylimidazolium dicyanamide (AMI),18.42,1.284,20.44,1.339,"{'test_name': 'Stability test', 'temperature': 'Room temperature', 'time': 1300, 'humidity': 'N2 atmosphere', 'retained_percentage_cont': 85, 'retained_percentage_tret': 85}","{'test_name': 'Thermal stability test', 'temperature': 85, 'time': None, 'humidity': 'N2 atmosphere', 'retained_percentage_cont': 35, 'retained_percentage_tret': 55}",,,,,,,,,,,,,,,,,,,,,,,,,1-Allyl-3-methylimidazolium dicyanamide
1641,FA0.95Cs0.05PbI3,PCBM,PIN,MeO-2PACz,SH-COF,22.25,1.134,24.12,1.173,"{'test_name': 'aging', 'temperature': 85, 'time': 1200, 'humidity': None, 'retained_percentage_cont': 93.3, 'retained_percentage_tret': None}","{'test_name': 'aging', 'temperature': 65, 'time': 1000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 90.7}",,,,,,,,,,,,,,,,,,,,,,,,,
1642,CsPbBr3,,,,1-(p-tolyl)ethanamine (PTEA),,,,,"{'test_name': None, 'temperature': None, 'time': 14, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,1-(4-Methylphenyl)ethanamine
1643,Cs0.05FA0.95PbI3,SnO2,NIP,Spiro-OMeTAD,DPPO,21.01,1.083,24.24,1.15,"{'test_name': 'stability', 'temperature': 30, 'time': 1920, 'humidity': '30% RH', 'retained_percentage_cont': 95, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
1644,,,,,"Benzylamine, phenylethylamine bromide, guanidinium bromide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,,,,,Ca(CF3SO3)2,14.76,,16.5,,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 500, 'humidity': 25, 'retained_percentage_cont': 65, 'retained_percentage_tret': 81}",,,,,,,,,,,,,,,,,,,,,,,,,,Calcium trifluoromethanesulfonate
1646,,,,,PVDF,,,,,"{'test_name': 'PVDF passivation', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,polyvinylidene fluoride
1647,,,,,SnO2,,,,,"{'test_name': 'ISOS-D', 'temperature': 85, 'time': 360, 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Tin(IV) oxide
1648,,,,,6-Mercaptopurine,6.12,0.79,10.7,0.91,"{'test_name': 'ISOS-LT', 'temperature': 1000, 'time': '1000 hours', 'humidity': None, 'retained_percentage_cont': 65, 'retained_percentage_tret': 70}",,,,,,,,,,,,,,,,,,,,,,,,,,6-Mercaptopurine
1651,"CsPbX3:F (X=Cl, Br, I)",,,,Hydrofluoric acid (HF),,,97.2,,"{'stability_type': 'Water stability', 'temperature': 25, 'time': 105, 'humidity': '40-60', 'retained_proportion_cont': 0.9, 'retained_proportion_tret': 0.9}","{'stability_type': 'UV stability', 'temperature': 25, 'time': 6, 'humidity': '40-60', 'retained_proportion_cont': 0.0, 'retained_proportion_tret': 0.6000000000000001}",,,,"{'stability_type': 'Thermal stability', 'temperature': 100, 'time': 1, 'humidity': '40-60', 'retained_proportion_cont': None, 'retained_proportion_tret': None}",,,,,,,,,,,,,,,,,,,,,hydrofluoric acid
1652,,,,,PEA/DEA,,,12.51,0.9,"{'test_name': 'Stability test under nitrogen atmosphere', 'temperature': 25, 'time': 4600, 'humidity': None, 'retained_percentage_cont': 94, 'retained_percentage_tret': None}","{'test_name': 'Stability test under continuous illumination', 'temperature': 25, 'time': 400, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,
1653,CsPbBr3,,,,Long-chain organic ligands (from oleic acid and oleylamine),,,,,"{'test_name': 'Hall effect measurements', 'temperature': 20, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
1655,,,,,corn vinasse biochar,,,,,"{'test_name': 'Not explicitly stated', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 26.6, 'retained_percentage_tret': 35.33}",,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3,SnO2,NIP,Spiro-OMeTAD,Imidazole-modified graphene quantum dots (IGQDs),21.17,1.13,24.11,1.187,"{'test_name': 'UV irradiation', 'temperature': 365, 'time': 300, 'humidity': None, 'retained_percentage_cont': 81, 'retained_percentage_tret': None}","{'test_name': 'Long-term air storage', 'temperature': 25, 'time': 1650, 'humidity': 50, 'retained_percentage_cont': None, 'retained_percentage_tret': 82}",,,,,,,,,,,,,,,,,,,,,,,,,
1658,,,,,MeO-4PACz,,,,,"{'test_name': 'ISOS-L-2I', 'temperature': 30, 'time': 1000, 'humidity': 40, 'retained_percentage_cont': 85, 'retained_percentage_tret': 95}",,,,,,,,,,,,,,,,,,,,,,,,,,
1659,,,,,methylammonium succinate,,,,,"{'test_name': 'stability_test', 'temperature': None, 'time': 10000, 'humidity': None, 'retained_percentage_cont': 85, 'retained_percentage_tret': None}","{'test_name': 'stability_test', 'temperature': None, 'time': 1200, 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,Methylammonium succinate
1660,,,,,"Ruddlesden-Popper (RPP), Dion-Jacobson (DJP), Alternating Cations in Interlayer space (ACI)",,,,,"{'test_name': 'Stability test', 'temperature': 80, 'time': 200, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 97.7}",,,,,,,,,,,,,,,,,,,,,,,,,,
1662,,,,,methylammonium acetate (MAAc),20.49,,21.18,,"{'stability_type': 'Humidity and temperature stability', 'temperature': 85, 'time': 120, 'humidity': 35, 'retained_proportion_cont': None, 'retained_proportion_tret': 0.89}",,,,,,,,,,,,,,,,,,,,,,,,,,methylammonium acetate
1663,,TiO2,,,5-ammonium valeric acid iodide (5-AVAI),10.5,,14.0,,"{'test_name': 'Maturation process', 'temperature': 40, 'time': 150, 'humidity': 75, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,5-Ammonium valeric acid iodide
1664,CsFAPbI3,spiro-MeOTAD,NIP,Au,MABr,50.32,0.977,92.89,0.914,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 60, 'humidity': 'high', 'retained_percentage_cont': 50.32, 'retained_percentage_tret': 92.89}",,,,,,,,,,,,,,,,,,,,,,,,,,Methylammonium bromide
1665,,,,,alkenamides terminated Ti3C2Tx MXene,,,11.06,,"{'test_name': 'shelf-storage', 'temperature': 25, 'time': 90, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 70}","{'test_name': 'operation', 'temperature': 25, 'time': 100, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 70}",,,,,,,,,,,,,,,,,,,,,,,,,
1666,"Sb2(S,Se)3",CdS,PIN,Spiro-OMeTAD,LiF,10.5,672.0,10.76,673.0,"{'test_name': 'ISOS-D', 'temperature': 60, 'time': 1000, 'humidity': 30, 'retained_percentage_cont': 70, 'retained_percentage_tret': 75}",,,,,,,,,,,,,,,,,,,,,,,,,,lithium fluoride
1667,Perovskite film,PCBM,Inverted,MeO-2PACz,MPA and PEAI,23.5,,25.84,,"{'test_name': 'ISOS-D', 'temperature': 'Ambient', 'time': 'Long-term', 'humidity': None, 'retained_percentage_cont': 78, 'retained_percentage_tret': 92}",,,,,,,,,,,,,,,,,,,,,,,,,,
1668,,,,,phenethylammonium iodide,,,24.33,,"{'test_name': 'Stability test', 'temperature': 60, 'time': 1000, 'humidity': 25, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,2-phenylethylazanium iodide
1669,FAPbBr3,,,,Oleylamine,,,,,"{'test_name': 'Photostability under irradiation', 'temperature': None, 'time': '12 hours', 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': 70}","{'test_name': 'PL decay time', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,Oleylamine
1670,,,,,1-butanethiol,,,25.7,,"{'test_name': 'SLP treatment', 'temperature': 25, 'time': 24, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,butane-1-thiol
1671,,,,,Titanium Silicide (TiSi₂),,,,,"{'test_name': 'Stabilized PCE', 'temperature': None, 'time': 180, 'humidity': None, 'retained_percentage_cont': 95.3, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,titanium disilicide
1672,,,,,Al2O3,10.0,10.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,null
1674,Cs0.05(MA0.17FA0.83)0.95(PbI0.83Br0.17)3,C60,PIN,PTAA,TOPO,20.0,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,,,,"Pyrrole-modified 3,4-propylenedioxythiophene (PPr)","Pyrrole-modified 3,4-propylenedioxythiophene (PPr)",21.49,,21.49,,"{'test_name': 'ISOS-D', 'temperature': 40, 'time': 4000, 'humidity': 10, 'retained_percentage_cont': 94, 'retained_percentage_tret': 94}","{'test_name': 'ISOS-D', 'temperature': 40, 'time': 4000, 'humidity': 10, 'retained_percentage_cont': 100, 'retained_percentage_tret': 94}",,,,,,,,,,,,,,,,,,,,,,,,,
1677,CsPbBr_xI_3-x,,,,Te2-,,,16.1,,"{'test_name': 'ISOS-D', 'temperature': 40, 'time': 5, 'humidity': 80, 'retained_percentage_cont': 50, 'retained_percentage_tret': 100}","{'test_name': 'ISOS-L', 'temperature': 80, 'time': 30, 'humidity': None, 'retained_percentage_cont': 60, 'retained_percentage_tret': 150}",,,,"{'test_name': 'ISOS-T', 'temperature': 80, 'time': 30, 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,
1678,,,,,DNS,,,,,"{'test_name': 'bending', 'temperature': 30, 'time': 10000, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 91}",,,,,,,,,,,,,,,,,,,,,,,,,,
1679,MAPbI3,TiO2,,graphite,Zn-doped TiO2,5.7,0.99,8.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,CsPbCl3:Yb3+,,,,Chlorophyll (CHL),21.65,,23.48,0.7000000000000001,"{'test_name': 'Thermal stability', 'temperature': 80, 'time': 300, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 94}","{'test_name': 'Humidity stability', 'temperature': 85, 'time': 24, 'humidity': 85, 'retained_percentage_cont': 30, 'retained_percentage_tret': 15}",,,,"{'test_name': 'UV stability', 'temperature': 365, 'time': 70, 'humidity': None, 'retained_percentage_cont': 20, 'retained_percentage_tret': 94}",,,,,,,,,,,,,,,,,,,,,
1684,FA 0.5 MA 0.5 Sn 0.5 Pb 0.5 I 3,,,PEDOT: PSS,Histidine (HIS),18.93,0.803,21.46,0.855,"{'test_name': 'Stability test', 'temperature': 25, 'time': 450, 'humidity': 20, 'retained_percentage_cont': 80, 'retained_percentage_tret': 90}","{'test_name': 'Stability test', 'temperature': 25, 'time': 1030, 'humidity': 20, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,Histidine
1685,MAPbI3,TiO2 or SnO2,NIP,spiro-OMeTAD,"PCBM, C60, PEDOT:PSS",,,,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 1000, 'humidity': 50, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
1686,,,,,KCl,,,19.86,1.105,"{'test_name': 'stability', 'temperature': None, 'time': 30, 'humidity': None, 'retained_percentage_cont': 86.2, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,potassium chloride
1687,,,,,FcTc2,,,25.0,1.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,CsPbI2Br,,,PTAA,C101,12.12,1.11,14.96,1.15,"{'test_name': 'Humidity stability', 'temperature': 35, 'time': 32, 'humidity': 45, 'retained_percentage_cont': 87, 'retained_percentage_tret': 91}","{'test_name': 'Thermal stability', 'temperature': 50, 'time': 292, 'humidity': None, 'retained_percentage_cont': 51, 'retained_percentage_tret': 83}",,,,,,,,,,,,,,,,,,,,,,,,,
1689,,,,,BDAI 2,,,,,"{'test_name': 'ISOS-LT', 'temperature': 20, 'time': 168, 'humidity': 60, 'retained_percentage_cont': 44, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,
1690,,SnO2,n-i-p,,AMSA,,,24.12,1.127,"{'test_name': 'illumination stability test', 'temperature': 25, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 93, 'retained_percentage_tret': None}","{'test_name': 'air storage stability test', 'temperature': 25, 'time': 4000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 94}",,,,,,,,,,,,,,,,,,,,,,,,,
1691,Cs0.05FA0.95PbI3,TiO2,n-i-p,spiro-4,spiro-4,,,,,"{'test_name': 'Long-term stability', 'temperature': 30, 'time': 2400, 'humidity': None, 'retained_percentage_cont': 97, 'retained_percentage_tret': None}","{'test_name': 'High-temperature stability', 'temperature': 60, 'time': 150, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,
1692,,,,,"1,8-octanedithiol (ODT)",,,23.46,,"{'test_name': 'ISOS-D', 'temperature': 80, 'time': 2.3, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,1
1693,CsPbI2.75Br0.25,SnO2,NIP,Spiro-OMeTAD,DMACl and CsI,18.44,1.252,20.75,1.368,"{'test_name': 'N/A', 'temperature': 20, 'time': 30, 'humidity': '20% RH', 'retained_percentage_cont': 92.2, 'retained_percentage_tret': 83.5}","{'test_name': 'N/A', 'temperature': 65, 'time': 350, 'humidity': 'N2', 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,
1694,,,,,2D Dion-Jacobson (DJ) phase perovskite capping layer,,,,,"{'test_name': 'damp-heat stability test', 'temperature': 85, 'time': 1500, 'humidity': 85, 'retained_percentage_cont': 98, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
1695,,,,,Mg,,,,,"{'test_name': 'Stability test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Magnesium
1696,,,,,NDP,,,,,"{'test_name': 'Stability test', 'temperature': 100, 'time': 250, 'humidity': 65, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,
1697,,,,,Piperazinium iodide (PI),,,,,"{'test_name': 'T80 lifetime', 'temperature': None, 'time': 64, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 15}",,,,,,,,,,,,,,,,,,,,,,,,,,piperazinium iodide
1698,,SnO2,,,Cr2O3,,,25.41,,"{'test_name': 'T90', 'temperature': None, 'time': 700, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Chromium(III) oxide
1700,,,,,GeI2,,,,,"{'test_name': 'N2 storage', 'temperature': None, 'time': 13800, 'humidity': None, 'retained_percentage_cont': 91, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Germanium(II) iodide
1701,,,,,Br,,,,,"{'test_name': 'Moisture stability test', 'temperature': 35, 'time': '20 days', 'humidity': 55, 'retained_percentage_cont': None, 'retained_percentage_tret': None}","{'test_name': 'Heat stability test', 'temperature': 45, 'time': '72 hours', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,Bromine
1702,,,,,PzTN,23.14,1.123,25.34,1.176,"{'test_name': 'Humidity stability', 'temperature': '20-35 °C', 'time': '700 h', 'humidity': '20-30% RH', 'retained_percentage_cont': 95, 'retained_percentage_tret': None}","{'test_name': 'Light-induced aging', 'temperature': '20 ± 5 °C', 'time': '800 h', 'humidity': 'N2 environment', 'retained_percentage_cont': 50, 'retained_percentage_tret': 97}",,,,,,,,,,,,,,,,,,,,,,,,,
