id,year,title,json_output
958,2023,Construction of chromium-free passivation film of pomelo peel extract on the surface of lithium-ion battery copper foil and study on anti-corrosion mechanism,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'pomelo peel extract', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'air exposure', 'temperature': 25, 'time': '10 minutes', 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}, 'test_2': {'test_name': 'salt solution (3.5 wt% NaCl)', 'temperature': 25, 'time': '24 hours', 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': 85}, 'test_3': {'test_name': 'organic electrolyte (KLD-Si01)', 'temperature': 25, 'time': '24 hours', 'humidity': None, 'retained_percentage_cont': 60, 'retained_percentage_tret': 75}}"
959,2023,Unveiling the synergistic effect of thermal aging and irradiation corrosion on the passivation performance and stress corrosion cracking of 308 L stainless steel under high-temperature water environment,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': 280, 'time': 720, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
960,2023,Passivation of X80 pipeline steel in a carbonate/bicarbonate solution and the effect of oxide film on hydrogen atom permeation into the steel,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Fe2O3/Fe3O4 and FeOOH', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'Electrochemical impedance spectroscopy (EIS)', 'temperature': 20, 'time': 3600, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
961,2023,Semi-Opaque Perovskite Solar Cells,"{'perovskite_composition': 'Perovskite', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': None, 'control_pce': 26, 'control_voc': None, 'treated_pce': 12.3, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-D', 'temperature': 25, 'time': '24 months', 'humidity': '30% RH', 'retained_percentage_cont': 85, 'retained_percentage_tret': 75}}"
962,2023,Monitoring Phase Separation and Dark Recovery in Mixed Halide Perovskite Clusters and Single Crystals Using In Situ Spectromicroscopy,"{'perovskite_composition': 'CsPbBr1.2I1.8', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Polystyrene', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None}"
963,2023,Sputtered Nickel Oxide Hole Transporting Layers for Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': 'NiOx', 'passivating_molecule': 'Formamidinium iodide (FAI)', 'control_pce': None, 'control_voc': None, 'treated_pce': 22.0, 'treated_voc': 1.272, 'test_1': {'test_name': 'Stability test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
964,2023,Sustainable mixed-halide perovskite resistive switching memories using self-assembled monolayers as the bottom contact,"{
    ""perovskite_composition"": ""Rb0.04Cs0.05(FA0.85MA0.15)0.91PbI2.85Br0.15"",
    ""electron_transport_layer"": ""ITO"",
    ""pin_nip_structure"": ""NIP"",
    ""hole_transport_layer"": ""MeO-2PACz"",
    ""passivating_molecule"": ""[2-(3,6-dimethoxy-9H-carbazol-9-yl)ethyl]phosphonic acid (MeO-2PACz)"",
    ""control_pce"": null,
    ""control_voc"": null,
    ""treated_pce"": null,
    ""treated_voc"": null,
    ""test_1"": {
        ""test_name"": ""Cycling endurance"",
        ""temperature"": 25,
        ""time"": 10400,
        ""humidity"": 30-40,
        ""retained_percentage_cont"": 100,
        ""retained_percentage_tret"": 100
    }
}"
965,2023,Suppressing Redox Reactions at the Perovskite-Nickel Oxide Interface with Zinc Nitride to Improve the Performance of Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Zn3N2', 'control_pce': None, 'control_voc': None, 'treated_pce': 21.62, 'treated_voc': 1.12, 'test_1': {'test_name': 'Stability test in ambient air', 'temperature': 25, 'time': 1000, 'humidity': 45, 'retained_percentage_cont': 82, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'Thermal stability test', 'temperature': 85, 'time': 250, 'humidity': None, 'retained_percentage_cont': 73, 'retained_percentage_tret': None}}"
966,2023,Phase-Change Material-Integrated Hybrid Gels for Solar Steam Generation Under Solar Fluctuations,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Polyethylene Glycol (PEG)', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'Stability Test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
967,2023,Lead (Pb) management in the entire life cycle of highly efficient and stable perovskite solar cells †,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Benzophenone (BP-5 and BP-9)', 'control_pce': 23.43, 'control_voc': 1.1492, 'treated_pce': 25.47, 'treated_voc': 1.1913, 'test_1': {'test_name': 'UV aging', 'temperature': 600, 'time': 600, 'humidity': None, 'retained_percentage_cont': 96, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'Operational test', 'temperature': 1000, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 78, 'retained_percentage_tret': 91.15}}"
968,2023,How Halide Alloying Influences the Optoelectronic Quality in Tin-Halide Perovskite Solar Absorbers,"{'perovskite_composition': 'MASn(I1-xBrx)3', 'electron_transport_layer': 'ITO/PEDOT', 'pin_nip_structure': None, 'hole_transport_layer': 'Al2O3', 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None, 'test_2': None, 'test_3': None}"
969,2023,Controlling surface morphology of Ag-doped ZnO as a buffer layer by dispersion engineering in planar perovskite solar cells,"{'perovskite_composition': None, 'electron_transport_layer': 'ZnO', 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Ag-doped ZnO 1 wt%', 'control_pce': None, 'control_voc': None, 'treated_pce': 10.86, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-D', 'temperature': 25, 'time': 300, 'humidity': None, 'retained_percentage_cont': 94, 'retained_percentage_tret': None}}"
970,2023,Engineering of Multidimensional Core-Shell Perovskite Precursors to Obtain Superior Luminescence and Incorporating in Luminescent Solar Concentrators,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'BZA2PbBr4', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'stability', 'temperature': None, 'time': 1440, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 100}}"
971,2023,Hierarchical Nanostructures CuBi 2 O 4 Integrated with Polyaniline Nanofibrous for Boosting Hole Extraction in Carbon-Based Perovskite Solar Cells,"{'perovskite_composition': 'MAPbI3', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'CuBi2O4-PN', 'passivating_molecule': 'CuBi2O4-PN', 'control_pce': 10.25, 'control_voc': 0.95, 'treated_pce': 14.79, 'treated_voc': 0.96, 'test_1': {'test_name': 'ISOS-T', 'temperature': 25, 'time': 45, 'humidity': None, 'retained_percentage_cont': 89.9, 'retained_percentage_tret': None}}"
972,2023,Passivation mechanism of the perovskite upper interface based on MAPbBr 3 quantum dots for efficient and stable perovskite solar cells †,"{'perovskite_composition': 'Cs0.05(FA0.85MA0.15)0.95Pb(I0.85Br0.15)3', 'electron_transport_layer': 'SnO2-KCl', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'spiro-OMeTAD', 'passivating_molecule': 'M-QDs (MAPbBr3 quantum dots)', 'control_pce': 18.83, 'control_voc': 1.151, 'treated_pce': 20.94, 'treated_voc': 1.171, 'test_1': {'test_name': 'N2 stability test', 'temperature': 25, 'time': 600, 'humidity': '30% RH', 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}, 'test_2': {'test_name': 'Thermal stability test', 'temperature': 85, 'time': 2000, 'humidity': 'N2', 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}, 'test_3': {'test_name': 'Air stability test', 'temperature': 25, 'time': 2000, 'humidity': '30% RH', 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}}"
973,2023,The mercurial rise in research of halide perovskites: what´s next,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '4-aminophenyl sulfone (APS)', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
974,2023,Influence of Donor Skeleton on Intramolecular Electron Transfer Amount for Efficient Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'terephthalic acid derivative (benzene-bridged amide)', 'control_pce': 12.72, 'control_voc': 1.279, 'treated_pce': 15.51, 'treated_voc': 1.288, 'test_1': {'test_name': 'SCLC', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 75.0, 'retained_percentage_tret': 80.85}}"
975,2023,Bi-Directional Modification to Quench Detrimental Redox Reactions and Minimize Interfacial Energy Offset for NiO X /Perovskite-Based Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'para-amino 2,3,5,6-tetrafluorobenzoic acid (PATFBA)', 'control_pce': 16.89, 'control_voc': 1.019, 'treated_pce': 20.51, 'treated_voc': 1.094, 'test_1': {'test_name': None, 'temperature': 85, 'time': 300, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 90}}"
976,2023,Enhancing the efficiency and stability of 2D-3D perovskite solar cells with embedded interface passivation with diammonium cation spacer,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Phenylenediammonium Iodide (PDA)', 'control_pce': 19.77, 'control_voc': 1.094, 'treated_pce': 21.15, 'treated_voc': 1.145, 'treated_ff': 77.89, 'test_1': {'test_name': 'Stability under ambient conditions', 'temperature': 'Room temperature (20-40% RH)', 'time': '45 days', 'humidity': '20-40% RH', 'retained_percentage_cont': 30, 'retained_percentage_tret': 70}, 'test_2': {'test_name': 'Thermal stability', 'temperature': '85°C', 'time': '10 days', 'humidity': 'N2 glove box (RH < 10%)', 'retained_percentage_cont': 50, 'retained_percentage_tret': 85}}"
977,2023,Anion-Stabilized Precursor Inks Toward Efficient and Reproducible Air-Processed Perovskite Solar Cells,"{
    ""perovskite_composition"": ""FAPbI3"",
    ""electron_transport_layer"": ""SnO2"",
    ""pin_nip_structure"": ""NIP"",
    ""hole_transport_layer"": ""Spiro-OMeTAD"",
    ""passivating_molecule"": ""TFSI"",
    ""control_pce"": 20.42,
    ""control_voc"": 1.08,
    ""treated_pce"": 24.16,
    ""treated_voc"": 1.16,
    ""test_1"": {
        ""test_name"": ""Stability test in ambient air"",
        ""temperature"": 20,
        ""time"": 2400,
        ""humidity"": 20-30,
        ""retained_percentage_cont"": 92,
        ""retained_percentage_tret"": null
    }
}"
978,2023,Supplementary Materials for Peri-fused polyaromatic molecular contacts for perovskite solar cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Py3', 'control_pce': None, 'control_voc': 1.14, 'control_jsc': 25.3, 'control_fill_factor': 80.0, 'treated_pce': 26.1, 'treated_voc': 1.18, 'treated_jsc': 26.0, 'treated_fill_factor': 85.1, 'test_1': {'test_name': 'ISOS-D', 'temperature': 85, 'time': 3000, 'humidity': None, 'retained_percentage_cont': 95, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'ISOS-L', 'temperature': 65, 'time': 3300, 'humidity': None, 'retained_percentage_cont': 98, 'retained_percentage_tret': None}, 'test_3': {'test_name': 'ISOS-LT', 'temperature': 55, 'time': 600, 'humidity': None, 'retained_percentage_cont': 99.5, 'retained_percentage_tret': None}}"
979,2023,"Unveiling the Potential of Two-Terminal Perovskite/Organic Tandem Solar Cells: Mechanisms, Status, and Challenges","{'passivating_molecule': 'Chloroformamidine (ClFA +)', 'test_1': {'test_name': 'Phase Separation and Defect Passivation', 'temperature': 80, 'time': 100, 'humidity': None, 'retained_percentage_cont': 22, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'Halide Segregation Mitigation', 'temperature': 250, 'time': 150, 'humidity': None, 'retained_percentage_cont': 19.58, 'retained_percentage_tret': None}}"
980,2023,Dual Interfacial Design Enables Efficient and Stable Semitransparent Wide-Bandgap Perovskite Solar Cells With Scalable-Coated Silver Nanowire Contact for Tandem Applications,"{'perovskite_composition': 'FA 0.9 Cs 0.1 Pb(I 0.7 Br 0.3)3', 'electron_transport_layer': 'PCBM', 'pin_nip_structure': None, 'hole_transport_layer': 'SnO2', 'passivating_molecule': 'PDADI', 'control_pce': 19.36, 'control_voc': 1.27, 'treated_pce': 17.5, 'treated_voc': 1.255, 'test_1': {'test_name': 'ISOS-LT', 'temperature': 85, 'time': 400, 'humidity': None, 'retained_percentage_cont': 40, 'retained_percentage_tret': 90}}"
981,2023,Explainable optimized 3D-MoRSE descriptors for the power conversion efficiency prediction of molecular passivated perovskite solar cells through machine learning †,"{'perovskite_composition': None, 'electron_transport_layer': 'PVK', 'pin_nip_structure': None, 'hole_transport_layer': 'spiro-OMeTAD', 'passivating_molecule': None, 'control_pce': 26.1, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
